match_id,team,opponent,team_score_innings1,toss,ground,result
3972,West Indies,Australia,108,bowl,Pallekele International Cricket Stadium,1
3973,India,South Africa,153,bowl,Lord's,1
3974,West Indies,Pakistan,170,bat,Melbourne Cricket Ground,0
3975,Australia,India,163,bat,Adelaide Oval,1
3976,India,West Indies,139,bowl,Adelaide Oval,1
3977,Afghanistan,West Indies,125,bowl,Melbourne Cricket Ground,1
3978,New Zealand,South Africa,135,bat,SCG,0
3979,New Zealand,Bangladesh,152,bowl,Dubai International Stadium,1
3980,England,West Indies,186,bat,Dubai International Stadium,1
3981,India,Pakistan,127,bowl,Melbourne Cricket Ground,0
3982,Pakistan,Afghanistan,169,bowl,Old Trafford,0
3983,Australia,Sri Lanka,161,bat,Melbourne Cricket Ground,0
3984,England,Afghanistan,201,bowl,Adelaide Oval,0
3985,England,Australia,139,bat,Adelaide Oval,0
3986,Bangladesh,Afghanistan,136,bat,Eden Gardens,1
3987,South Africa,India,197,bat,Eden Gardens,1
3988,England,South Africa,132,bat,Wankhede Stadium,0
3989,England,Australia,192,bat,Dubai International Stadium,1
3990,India,West Indies,130,bat,Dubai International Stadium,0
3991,Afghanistan,Pakistan,163,bowl,Dubai International Stadium,1
3992,Sri Lanka,England,185,bowl,Lord's,0
3993,New Zealand,England,151,bat,Gaddafi Stadium,0
3994,India,Australia,189,bowl,Adelaide Oval,0
3995,England,South Africa,107,bat,Pallekele International Cricket Stadium,0
3996,New Zealand,Afghanistan,131,bat,Adelaide Oval,0
3997,West Indies,Pakistan,140,bat,Dubai International Stadium,0
3998,Sri Lanka,Bangladesh,166,bowl,Melbourne Cricket Ground,0
3999,Sri Lanka,England,133,bat,Old Trafford,0
4000,Afghanistan,South Africa,152,bat,SCG,1
4001,South Africa,England,180,bowl,Gaddafi Stadium,0
4002,India,West Indies,158,bowl,Gaddafi Stadium,1
4003,Bangladesh,Australia,164,bat,Melbourne Cricket Ground,0
4004,England,Bangladesh,132,bowl,Wankhede Stadium,1
4005,West Indies,Afghanistan,156,bowl,SCG,1
4006,Bangladesh,West Indies,185,bat,Eden Gardens,0
4007,Sri Lanka,New Zealand,141,bat,Pallekele International Cricket Stadium,0
4008,England,New Zealand,167,bat,Old Trafford,0
4009,West Indies,Sri Lanka,181,bowl,SCG,0
4010,Pakistan,Sri Lanka,137,bowl,Adelaide Oval,1
4011,Pakistan,India,173,bat,Adelaide Oval,1
4012,West Indies,Bangladesh,152,bowl,Lord's,0
4013,South Africa,Bangladesh,129,bat,Dubai International Stadium,0
4014,West Indies,England,128,bat,Pallekele International Cricket Stadium,0
4015,Pakistan,Australia,214,bat,Dubai International Stadium,1
4016,West Indies,Sri Lanka,181,bowl,Melbourne Cricket Ground,1
4017,Afghanistan,England,184,bowl,Adelaide Oval,0
4018,Sri Lanka,England,164,bat,Lord's,0
4019,England,South Africa,159,bowl,Gaddafi Stadium,1
4020,Sri Lanka,Pakistan,158,bowl,Pallekele International Cricket Stadium,1
4021,Pakistan,England,212,bowl,SCG,0
4022,Afghanistan,Australia,165,bowl,Pallekele International Cricket Stadium,1
4023,Sri Lanka,Afghanistan,177,bat,Dubai International Stadium,1
4024,India,England,133,bat,Gaddafi Stadium,0
4025,South Africa,West Indies,171,bowl,Gaddafi Stadium,1
4026,Afghanistan,Sri Lanka,183,bowl,Adelaide Oval,1
4027,West Indies,New Zealand,139,bat,Adelaide Oval,0
4028,Sri Lanka,Bangladesh,173,bowl,Wankhede Stadium,1
4029,Afghanistan,New Zealand,159,bowl,Old Trafford,0
4030,Sri Lanka,New Zealand,124,bat,Old Trafford,0
4031,India,West Indies,162,bat,Old Trafford,1
4032,West Indies,Australia,187,bowl,Wankhede Stadium,0
4033,India,Sri Lanka,165,bat,Gaddafi Stadium,0
4034,Pakistan,Afghanistan,219,bowl,Wankhede Stadium,0
4035,England,Sri Lanka,143,bat,Gaddafi Stadium,1
4036,West Indies,South Africa,176,bowl,Pallekele International Cricket Stadium,0
4037,South Africa,Australia,155,bowl,Gaddafi Stadium,1
4038,Bangladesh,England,203,bat,Lord's,1
4039,Sri Lanka,India,126,bowl,Wankhede Stadium,1
4040,India,South Africa,134,bowl,Lord's,1
4041,Bangladesh,Australia,144,bowl,SCG,1
4042,Bangladesh,West Indies,140,bowl,Eden Gardens,1
4043,Sri Lanka,Bangladesh,161,bat,Dubai International Stadium,0
4044,New Zealand,West Indies,138,bat,Eden Gardens,1
4045,New Zealand,Bangladesh,153,bowl,Pallekele International Cricket Stadium,1
4046,Sri Lanka,India,161,bat,Wankhede Stadium,0
4047,England,India,168,bowl,SCG,0
4048,Australia,South Africa,178,bat,Adelaide Oval,1
4049,India,England,188,bat,Gaddafi Stadium,1
4050,Afghanistan,India,187,bat,Wankhede Stadium,1
4051,Sri Lanka,England,199,bat,SCG,1
4052,Afghanistan,Sri Lanka,208,bowl,Dubai International Stadium,0
4053,Sri Lanka,India,185,bat,Wankhede Stadium,1
4054,Sri Lanka,England,188,bowl,Wankhede Stadium,0
4055,Sri Lanka,South Africa,188,bat,Gaddafi Stadium,0
4056,Afghanistan,India,185,bat,Eden Gardens,1
4057,Bangladesh,India,137,bat,Adelaide Oval,0
4058,Australia,Afghanistan,157,bowl,Adelaide Oval,1
4059,New Zealand,Pakistan,152,bowl,Pallekele International Cricket Stadium,0
4060,India,Sri Lanka,158,bowl,Adelaide Oval,1
4061,England,New Zealand,168,bowl,Adelaide Oval,0
4062,India,Bangladesh,210,bat,Eden Gardens,1
4063,Afghanistan,Bangladesh,108,bowl,Lord's,1
4064,West Indies,Afghanistan,164,bat,Adelaide Oval,1
4065,Pakistan,England,160,bowl,Lord's,0
4066,South Africa,New Zealand,206,bat,Lord's,1
4067,India,South Africa,171,bowl,SCG,0
4068,New Zealand,Australia,208,bat,Old Trafford,1
4069,Afghanistan,New Zealand,189,bat,Dubai International Stadium,1
4070,South Africa,India,189,bowl,Gaddafi Stadium,0
4071,West Indies,Pakistan,155,bat,Pallekele International Cricket Stadium,0
4072,Bangladesh,Pakistan,217,bat,Melbourne Cricket Ground,1
4073,West Indies,Sri Lanka,196,bowl,Wankhede Stadium,0
4074,West Indies,Bangladesh,179,bowl,Pallekele International Cricket Stadium,1
4075,India,New Zealand,110,bowl,Eden Gardens,1
4076,Bangladesh,New Zealand,208,bowl,Lord's,0
4077,Pakistan,England,167,bowl,Eden Gardens,1
4078,Afghanistan,Sri Lanka,169,bat,SCG,0
4079,Afghanistan,England,155,bat,Adelaide Oval,0
4080,India,Bangladesh,166,bat,Dubai International Stadium,0
4081,Bangladesh,India,158,bat,Adelaide Oval,1
4082,New Zealand,West Indies,153,bowl,Wankhede Stadium,1
4083,Bangladesh,South Africa,148,bowl,Old Trafford,0
4084,Afghanistan,India,193,bowl,Melbourne Cricket Ground,1
4085,New Zealand,Pakistan,174,bowl,Adelaide Oval,0
4086,Bangladesh,England,150,bat,Adelaide Oval,1
4087,West Indies,South Africa,174,bat,Wankhede Stadium,1
4088,Australia,Sri Lanka,201,bowl,SCG,0
4089,India,New Zealand,150,bowl,Dubai International Stadium,1
4090,New Zealand,West Indies,176,bowl,Gaddafi Stadium,1
4091,Sri Lanka,Australia,130,bowl,Eden Gardens,1
4092,Bangladesh,Australia,129,bat,SCG,0
4093,Pakistan,India,148,bowl,Lord's,1
4094,West Indies,England,160,bat,Pallekele International Cricket Stadium,0
4095,Pakistan,England,161,bat,Melbourne Cricket Ground,1
4096,Bangladesh,England,167,bowl,Wankhede Stadium,0
4097,South Africa,England,185,bowl,Lord's,0
4098,England,South Africa,139,bowl,Wankhede Stadium,1
4099,West Indies,Pakistan,206,bowl,Eden Gardens,1
4100,England,Afghanistan,156,bat,Pallekele International Cricket Stadium,1
4101,India,Australia,185,bowl,Eden Gardens,1
4102,Afghanistan,Sri Lanka,169,bowl,Old Trafford,0
4103,Australia,New Zealand,140,bat,Wankhede Stadium,0
4104,West Indies,South Africa,148,bat,Gaddafi Stadium,1
4105,England,New Zealand,158,bowl,Old Trafford,0
4106,Sri Lanka,West Indies,149,bat,Melbourne Cricket Ground,0
4107,Australia,South Africa,172,bat,SCG,0
4108,Australia,New Zealand,174,bowl,Dubai International Stadium,1
4109,Bangladesh,India,160,bowl,Eden Gardens,0
4110,Pakistan,West Indies,166,bat,Pallekele International Cricket Stadium,1
4111,India,New Zealand,131,bowl,Gaddafi Stadium,1
4112,Pakistan,South Africa,129,bowl,Old Trafford,1
4113,England,Australia,132,bat,Eden Gardens,0
4114,Australia,Bangladesh,150,bat,Pallekele International Cricket Stadium,0
4115,India,Bangladesh,179,bat,Adelaide Oval,1
4116,South Africa,Bangladesh,161,bat,Adelaide Oval,0
4117,Afghanistan,Bangladesh,202,bat,Wankhede Stadium,1
4118,Pakistan,Afghanistan,197,bowl,Wankhede Stadium,0
4119,South Africa,Bangladesh,169,bat,Dubai International Stadium,1
4120,Afghanistan,New Zealand,151,bat,SCG,1
4121,Australia,England,173,bowl,Old Trafford,0
4122,South Africa,England,175,bowl,Pallekele International Cricket Stadium,1
4123,Afghanistan,Pakistan,227,bowl,Dubai International Stadium,0
4124,Bangladesh,England,178,bowl,SCG,0
4125,India,Bangladesh,174,bowl,Lord's,1
4126,Afghanistan,India,154,bowl,Old Trafford,1
4127,Pakistan,Afghanistan,178,bat,Dubai International Stadium,1
4128,Sri Lanka,Bangladesh,140,bat,Wankhede Stadium,0
4129,Bangladesh,West Indies,144,bowl,Dubai International Stadium,1
4130,South Africa,Afghanistan,117,bat,Old Trafford,0
4131,Pakistan,South Africa,179,bowl,Gaddafi Stadium,0
4132,Sri Lanka,South Africa,183,bat,Lord's,1
4133,West Indies,Bangladesh,155,bat,Wankhede Stadium,1
4134,Pakistan,Sri Lanka,122,bowl,Old Trafford,1
4135,India,Australia,132,bat,Melbourne Cricket Ground,0
4136,South Africa,Sri Lanka,160,bat,Pallekele International Cricket Stadium,1
4137,Afghanistan,Bangladesh,191,bowl,SCG,0
4138,Australia,New Zealand,118,bowl,SCG,1
4139,Pakistan,England,146,bowl,Adelaide Oval,1
4140,South Africa,New Zealand,142,bowl,Melbourne Cricket Ground,1
4141,South Africa,Afghanistan,140,bat,Melbourne Cricket Ground,0
4142,New Zealand,West Indies,180,bat,Gaddafi Stadium,1
4143,Pakistan,Sri Lanka,135,bowl,Lord's,1
4144,South Africa,New Zealand,155,bowl,Gaddafi Stadium,0
4145,Bangladesh,England,157,bowl,Old Trafford,1
4146,India,England,142,bat,SCG,0
4147,England,Australia,139,bowl,Eden Gardens,1
4148,West Indies,Afghanistan,159,bat,Wankhede Stadium,1
4149,Pakistan,England,178,bowl,Pallekele International Cricket Stadium,0
4150,Bangladesh,West Indies,183,bowl,SCG,0
4151,India,South Africa,177,bowl,Lord's,0
4152,Sri Lanka,Pakistan,165,bat,Melbourne Cricket Ground,1
4153,India,Afghanistan,198,bat,Melbourne Cricket Ground,1
4154,West Indies,Australia,205,bowl,Melbourne Cricket Ground,0
4155,New Zealand,Australia,168,bowl,Lord's,0
4156,India,Afghanistan,123,bat,Pallekele International Cricket Stadium,0
4157,India,Pakistan,180,bat,Eden Gardens,1
4158,West Indies,India,179,bat,Adelaide Oval,1
4159,Afghanistan,New Zealand,166,bowl,Gaddafi Stadium,1
4160,New Zealand,Sri Lanka,201,bat,Lord's,1
4161,Sri Lanka,Afghanistan,156,bat,Gaddafi Stadium,0
4162,Bangladesh,Sri Lanka,149,bowl,Dubai International Stadium,1
4163,Pakistan,Australia,236,bowl,Old Trafford,0
4164,Pakistan,New Zealand,175,bowl,Wankhede Stadium,0
4165,South Africa,New Zealand,172,bat,Adelaide Oval,0
4166,Sri Lanka,India,174,bat,Adelaide Oval,1
4167,South Africa,New Zealand,129,bowl,Melbourne Cricket Ground,1
4168,Australia,England,146,bowl,Pallekele International Cricket Stadium,1
4169,Afghanistan,India,159,bat,Eden Gardens,1
4170,Bangladesh,Sri Lanka,124,bat,Lord's,1
4171,South Africa,West Indies,126,bowl,Old Trafford,1
4172,Pakistan,Australia,158,bowl,Gaddafi Stadium,0
4173,India,Pakistan,117,bat,Dubai International Stadium,0
4174,South Africa,England,180,bowl,Dubai International Stadium,0
4175,England,South Africa,158,bat,Dubai International Stadium,0
4176,England,India,120,bat,Old Trafford,0
4177,England,Bangladesh,178,bat,Gaddafi Stadium,1
4178,Afghanistan,Australia,205,bat,Pallekele International Cricket Stadium,1
4179,India,Australia,153,bat,Eden Gardens,0
4180,West Indies,New Zealand,220,bat,Melbourne Cricket Ground,1
4181,Bangladesh,England,166,bowl,Dubai International Stadium,1
4182,New Zealand,Sri Lanka,168,bowl,Adelaide Oval,0
4183,Afghanistan,South Africa,138,bowl,Lord's,1
4184,West Indies,India,129,bat,Old Trafford,0
4185,Sri Lanka,West Indies,161,bowl,Eden Gardens,1
4186,New Zealand,England,133,bat,Dubai International Stadium,0
4187,Afghanistan,Australia,197,bowl,Pallekele International Cricket Stadium,0
4188,Afghanistan,West Indies,152,bat,Old Trafford,0
4189,New Zealand,Australia,129,bat,Pallekele International Cricket Stadium,0
4190,Bangladesh,India,178,bat,Melbourne Cricket Ground,1
4191,South Africa,Australia,122,bowl,Pallekele International Cricket Stadium,1
4192,Bangladesh,India,145,bowl,Adelaide Oval,1
4193,New Zealand,Pakistan,207,bowl,Gaddafi Stadium,0
4194,West Indies,England,144,bowl,Eden Gardens,0
4195,Pakistan,West Indies,189,bat,Pallekele International Cricket Stadium,1
4196,New Zealand,South Africa,152,bat,Wankhede Stadium,1
4197,South Africa,Sri Lanka,174,bat,Gaddafi Stadium,0
4198,India,England,155,bowl,Gaddafi Stadium,0
4199,Sri Lanka,New Zealand,165,bowl,Lord's,1
4200,Afghanistan,South Africa,152,bowl,Lord's,1
4201,England,Afghanistan,174,bat,Gaddafi Stadium,0
4202,India,Afghanistan,154,bat,Gaddafi Stadium,1
4203,South Africa,West Indies,163,bat,Gaddafi Stadium,0
4204,England,Australia,120,bowl,Dubai International Stadium,0
4205,West Indies,India,162,bowl,Adelaide Oval,0
4206,England,Afghanistan,159,bowl,Gaddafi Stadium,0
4207,Australia,New Zealand,190,bat,SCG,1
4208,Pakistan,England,185,bowl,Adelaide Oval,0
4209,South Africa,Pakistan,151,bowl,Melbourne Cricket Ground,0
4210,India,Sri Lanka,107,bowl,Pallekele International Cricket Stadium,1
4211,South Africa,West Indies,162,bat,Wankhede Stadium,1
4212,South Africa,Bangladesh,161,bowl,Lord's,1
4213,Afghanistan,England,190,bowl,Wankhede Stadium,0
4214,Sri Lanka,New Zealand,173,bat,Melbourne Cricket Ground,0
4215,Sri Lanka,Afghanistan,147,bowl,Gaddafi Stadium,0
4216,Afghanistan,India,194,bowl,Eden Gardens,1
4217,New Zealand,Afghanistan,149,bat,Lord's,0
4218,Bangladesh,India,151,bowl,Eden Gardens,1
4219,Australia,South Africa,181,bat,Wankhede Stadium,1
4220,India,South Africa,211,bowl,Eden Gardens,1
4221,Bangladesh,South Africa,139,bowl,Adelaide Oval,1
4222,Australia,England,187,bowl,Dubai International Stadium,0
4223,West Indies,Bangladesh,165,bowl,SCG,0
4224,England,Sri Lanka,181,bat,Pallekele International Cricket Stadium,1
4225,Afghanistan,Australia,155,bowl,Eden Gardens,0
4226,Pakistan,England,150,bowl,Dubai International Stadium,1
4227,England,South Africa,163,bowl,Dubai International Stadium,1
4228,West Indies,Sri Lanka,193,bat,Dubai International Stadium,1
4229,Bangladesh,India,151,bat,Eden Gardens,0
4230,Australia,Sri Lanka,140,bowl,Old Trafford,0
4231,West Indies,India,194,bat,Dubai International Stadium,1
4232,England,Pakistan,132,bowl,Eden Gardens,1
4233,New Zealand,South Africa,158,bowl,Old Trafford,1
4234,New Zealand,Australia,222,bat,Adelaide Oval,1
4235,South Africa,West Indies,177,bat,Melbourne Cricket Ground,1
4236,India,Bangladesh,190,bowl,Eden Gardens,0
4237,Sri Lanka,India,159,bat,Eden Gardens,0
4238,Afghanistan,South Africa,129,bowl,Old Trafford,0
4239,England,New Zealand,164,bat,Gaddafi Stadium,0
4240,Australia,Afghanistan,156,bowl,Dubai International Stadium,1
4241,Pakistan,India,193,bat,Dubai International Stadium,1
4242,India,South Africa,184,bowl,Eden Gardens,1
4243,West Indies,Australia,150,bowl,Gaddafi Stadium,1
4244,Afghanistan,Australia,174,bowl,Melbourne Cricket Ground,1
4245,Sri Lanka,New Zealand,162,bat,Dubai International Stadium,0
4246,Sri Lanka,Pakistan,173,bowl,Eden Gardens,0
4247,England,New Zealand,154,bat,Dubai International Stadium,1
4248,England,New Zealand,241,bat,Gaddafi Stadium,1
4249,Afghanistan,South Africa,128,bowl,Eden Gardens,1
4250,Pakistan,West Indies,170,bat,Gaddafi Stadium,0
4251,India,England,143,bat,Gaddafi Stadium,1
4252,Afghanistan,Bangladesh,157,bat,Wankhede Stadium,0
4253,Sri Lanka,India,139,bowl,SCG,1
4254,South Africa,New Zealand,152,bat,Dubai International Stadium,1
4255,Australia,Pakistan,132,bowl,Melbourne Cricket Ground,1
4256,Pakistan,Bangladesh,149,bowl,Adelaide Oval,1
4257,India,Australia,164,bowl,Pallekele International Cricket Stadium,0
4258,England,Afghanistan,176,bowl,Old Trafford,0
4259,England,Afghanistan,155,bowl,Melbourne Cricket Ground,1
4260,Pakistan,Afghanistan,132,bat,Melbourne Cricket Ground,0
4261,Sri Lanka,England,137,bat,Dubai International Stadium,1
4262,South Africa,India,153,bowl,Gaddafi Stadium,0
4263,West Indies,England,158,bowl,Adelaide Oval,1
4264,Pakistan,New Zealand,146,bowl,Wankhede Stadium,0
4265,Pakistan,New Zealand,181,bowl,SCG,0
4266,England,Sri Lanka,210,bowl,Adelaide Oval,0
4267,Afghanistan,West Indies,161,bat,Old Trafford,1
4268,South Africa,Australia,135,bat,Pallekele International Cricket Stadium,1
4269,Bangladesh,Afghanistan,172,bowl,Dubai International Stadium,0
4270,Sri Lanka,Afghanistan,180,bowl,Melbourne Cricket Ground,1
4271,England,South Africa,189,bat,Pallekele International Cricket Stadium,1
4272,Bangladesh,Afghanistan,167,bowl,Lord's,1
4273,South Africa,Bangladesh,145,bowl,Gaddafi Stadium,0
4274,Australia,South Africa,203,bowl,Dubai International Stadium,0
4275,Sri Lanka,India,177,bowl,Old Trafford,0
4276,India,New Zealand,136,bowl,Old Trafford,1
4277,India,Australia,156,bowl,Old Trafford,1
4278,Australia,New Zealand,173,bowl,Pallekele International Cricket Stadium,0
4279,West Indies,Bangladesh,169,bowl,Dubai International Stadium,1
4280,West Indies,New Zealand,180,bowl,Wankhede Stadium,1
4281,Australia,West Indies,191,bat,Pallekele International Cricket Stadium,1
4282,Pakistan,New Zealand,181,bat,Pallekele International Cricket Stadium,1
4283,Australia,Sri Lanka,169,bowl,Adelaide Oval,0
4284,South Africa,India,169,bat,Dubai International Stadium,1
4285,India,Pakistan,191,bat,Old Trafford,1
4286,Afghanistan,South Africa,161,bat,SCG,1
4287,Bangladesh,Afghanistan,181,bowl,Dubai International Stadium,1
4288,Bangladesh,West Indies,174,bat,Pallekele International Cricket Stadium,0
4289,Australia,Sri Lanka,184,bat,Lord's,1
4290,Pakistan,Australia,177,bat,Gaddafi Stadium,1
4291,Australia,Afghanistan,144,bowl,Lord's,1
4292,Pakistan,New Zealand,154,bowl,Melbourne Cricket Ground,1
4293,New Zealand,Afghanistan,157,bat,Gaddafi Stadium,0
4294,Bangladesh,England,175,bat,Eden Gardens,0
4295,Australia,England,178,bowl,Wankhede Stadium,0
4296,Sri Lanka,Bangladesh,217,bowl,Pallekele International Cricket Stadium,0
4297,Sri Lanka,Australia,155,bat,Eden Gardens,0
4298,Afghanistan,Pakistan,237,bat,Wankhede Stadium,1
4299,India,Australia,148,bat,Pallekele International Cricket Stadium,1
4300,Sri Lanka,Pakistan,122,bowl,Dubai International Stadium,1
4301,Afghanistan,Bangladesh,178,bowl,Wankhede Stadium,0
4302,Bangladesh,West Indies,170,bowl,Pallekele International Cricket Stadium,0
4303,Bangladesh,Sri Lanka,141,bat,Eden Gardens,0
4304,Bangladesh,Sri Lanka,146,bat,Wankhede Stadium,0
4305,New Zealand,England,150,bat,Gaddafi Stadium,0
4306,India,Afghanistan,221,bowl,Pallekele International Cricket Stadium,0
4307,Afghanistan,India,226,bowl,Melbourne Cricket Ground,0
4308,Australia,West Indies,149,bat,Eden Gardens,0
4309,Sri Lanka,Afghanistan,154,bat,Lord's,0
4310,Sri Lanka,Afghanistan,197,bat,SCG,0
4311,India,England,132,bat,Melbourne Cricket Ground,0
4312,Australia,Bangladesh,126,bowl,Gaddafi Stadium,1
4313,Australia,West Indies,152,bat,Old Trafford,0
4314,New Zealand,Bangladesh,152,bat,Adelaide Oval,1
4315,Australia,India,187,bat,Eden Gardens,0
4316,India,Sri Lanka,168,bat,Melbourne Cricket Ground,1
4317,Pakistan,India,183,bowl,Old Trafford,0
4318,Afghanistan,Bangladesh,177,bowl,Dubai International Stadium,0
4319,India,Sri Lanka,155,bat,Eden Gardens,0
4320,New Zealand,South Africa,144,bowl,Wankhede Stadium,1
4321,Australia,South Africa,177,bat,Eden Gardens,0
4322,England,Afghanistan,163,bowl,Lord's,1
4323,Sri Lanka,South Africa,135,bat,Melbourne Cricket Ground,0
4324,Australia,Bangladesh,144,bowl,Melbourne Cricket Ground,1
4325,Sri Lanka,New Zealand,177,bat,Pallekele International Cricket Stadium,1
4326,New Zealand,South Africa,192,bowl,Adelaide Oval,0
4327,Bangladesh,Australia,185,bat,Gaddafi Stadium,0
4328,South Africa,Australia,179,bat,Lord's,0
4329,India,New Zealand,228,bat,Wankhede Stadium,1
4330,South Africa,West Indies,167,bowl,Lord's,1
4331,Pakistan,Sri Lanka,196,bowl,Wankhede Stadium,1
4332,West Indies,South Africa,160,bowl,Old Trafford,0
4333,Afghanistan,Bangladesh,194,bowl,Gaddafi Stadium,0
4334,Pakistan,India,171,bowl,Lord's,1
4335,West Indies,Australia,162,bowl,Eden Gardens,1
4336,New Zealand,South Africa,123,bat,SCG,0
4337,West Indies,South Africa,188,bat,Eden Gardens,1
4338,India,South Africa,162,bat,Gaddafi Stadium,1
4339,New Zealand,West Indies,115,bowl,Dubai International Stadium,1
4340,South Africa,Bangladesh,139,bat,SCG,0
4341,South Africa,New Zealand,153,bat,Eden Gardens,1
4342,England,Australia,159,bowl,Gaddafi Stadium,0
4343,India,Bangladesh,160,bat,Adelaide Oval,1
4344,West Indies,New Zealand,139,bat,Dubai International Stadium,0
4345,Afghanistan,South Africa,165,bowl,Adelaide Oval,0
4346,Bangladesh,Sri Lanka,142,bat,Wankhede Stadium,0
4347,South Africa,New Zealand,162,bowl,Adelaide Oval,0
4348,Bangladesh,New Zealand,171,bowl,Gaddafi Stadium,0
4349,Pakistan,Australia,187,bowl,Dubai International Stadium,1
4350,Bangladesh,West Indies,188,bat,Lord's,1
4351,Sri Lanka,England,162,bowl,Adelaide Oval,1
4352,England,Pakistan,187,bowl,Adelaide Oval,0
4353,India,South Africa,167,bowl,Eden Gardens,1
4354,Australia,Bangladesh,151,bowl,Wankhede Stadium,1
4355,Pakistan,England,230,bat,Lord's,1
4356,Sri Lanka,Australia,126,bat,Dubai International Stadium,0
4357,New Zealand,England,206,bat,Melbourne Cricket Ground,1
4358,England,West Indies,140,bat,Adelaide Oval,0
4359,New Zealand,India,160,bowl,Dubai International Stadium,1
4360,England,Bangladesh,149,bowl,Wankhede Stadium,1
4361,England,South Africa,212,bat,Lord's,1
4362,New Zealand,England,179,bat,Pallekele International Cricket Stadium,0
4363,England,Sri Lanka,126,bowl,Adelaide Oval,1
4364,South Africa,England,155,bat,Melbourne Cricket Ground,1
4365,Sri Lanka,India,144,bowl,Adelaide Oval,1
4366,Afghanistan,West Indies,186,bowl,Eden Gardens,1
4367,Pakistan,Australia,197,bowl,Eden Gardens,0
4368,India,Australia,210,bowl,Lord's,1
4369,India,Pakistan,169,bat,SCG,0
4370,Pakistan,Sri Lanka,175,bat,Melbourne Cricket Ground,1
4371,Bangladesh,West Indies,163,bowl,Eden Gardens,1
4372,Bangladesh,South Africa,201,bowl,Old Trafford,0
4373,Afghanistan,West Indies,155,bowl,Adelaide Oval,0
4374,South Africa,England,118,bat,Old Trafford,0
4375,India,Pakistan,172,bat,Eden Gardens,1
4376,West Indies,Sri Lanka,176,bowl,Dubai International Stadium,0
4377,South Africa,England,127,bat,Dubai International Stadium,0
4378,Pakistan,Afghanistan,200,bowl,Wankhede Stadium,0
4379,England,Sri Lanka,165,bowl,Old Trafford,1
4380,India,Pakistan,164,bowl,Old Trafford,1
4381,India,New Zealand,188,bowl,Gaddafi Stadium,1
4382,India,Australia,157,bat,Melbourne Cricket Ground,0
4383,Sri Lanka,Pakistan,185,bat,Lord's,1
4384,India,Afghanistan,147,bat,Gaddafi Stadium,0
4385,Australia,West Indies,149,bat,Pallekele International Cricket Stadium,1
4386,Afghanistan,Sri Lanka,170,bowl,Melbourne Cricket Ground,0
4387,Pakistan,Afghanistan,169,bat,Eden Gardens,1
4388,South Africa,Sri Lanka,160,bat,SCG,1
4389,New Zealand,England,138,bowl,Melbourne Cricket Ground,1
4390,England,Australia,195,bat,Gaddafi Stadium,1
4391,England,New Zealand,167,bat,Pallekele International Cricket Stadium,1
4392,New Zealand,England,158,bowl,Eden Gardens,1
4393,Australia,Afghanistan,137,bat,Wankhede Stadium,0
4394,England,Pakistan,191,bat,Eden Gardens,1
4395,West Indies,New Zealand,213,bowl,Eden Gardens,0
4396,England,Bangladesh,193,bowl,Adelaide Oval,0
4397,South Africa,Afghanistan,191,bat,Pallekele International Cricket Stadium,1
4398,South Africa,Pakistan,182,bowl,Lord's,0
4399,England,South Africa,170,bowl,Gaddafi Stadium,0
4400,South Africa,Afghanistan,121,bowl,Adelaide Oval,1
4401,England,New Zealand,157,bat,Pallekele International Cricket Stadium,1
4402,Afghanistan,West Indies,122,bowl,Pallekele International Cricket Stadium,0
4403,Australia,West Indies,178,bowl,Adelaide Oval,0
4404,England,West Indies,149,bat,Old Trafford,0
4405,West Indies,Australia,190,bat,Adelaide Oval,1
4406,England,Sri Lanka,153,bowl,Lord's,1
4407,South Africa,West Indies,149,bat,Wankhede Stadium,1
4408,England,New Zealand,167,bat,Dubai International Stadium,1
4409,Sri Lanka,Bangladesh,188,bat,Lord's,1
4410,West Indies,Pakistan,160,bowl,Old Trafford,0
4411,Sri Lanka,Australia,185,bowl,Melbourne Cricket Ground,0
4412,England,Afghanistan,158,bowl,SCG,1
4413,Afghanistan,Australia,164,bowl,Pallekele International Cricket Stadium,0
4414,India,Sri Lanka,194,bowl,SCG,0
4415,England,South Africa,166,bowl,Melbourne Cricket Ground,0
4416,South Africa,Sri Lanka,140,bowl,Lord's,1
4417,South Africa,Afghanistan,202,bat,Pallekele International Cricket Stadium,1
4418,Pakistan,West Indies,185,bat,Gaddafi Stadium,0
4419,Afghanistan,Sri Lanka,190,bat,Lord's,1
4420,Afghanistan,West Indies,157,bat,Wankhede Stadium,0
4421,South Africa,Afghanistan,170,bowl,Dubai International Stadium,1
4422,Sri Lanka,Bangladesh,181,bat,Wankhede Stadium,1
4423,West Indies,New Zealand,99,bat,Adelaide Oval,0
4424,Sri Lanka,South Africa,185,bat,Pallekele International Cricket Stadium,0
4425,Bangladesh,Sri Lanka,153,bat,SCG,1
4426,Australia,Pakistan,160,bowl,Eden Gardens,1
4427,Sri Lanka,Australia,153,bowl,Wankhede Stadium,1
4428,South Africa,India,148,bowl,Gaddafi Stadium,1
4429,India,West Indies,158,bat,Adelaide Oval,0
4430,West Indies,New Zealand,142,bat,Melbourne Cricket Ground,0
4431,India,Sri Lanka,134,bowl,Adelaide Oval,1
4432,New Zealand,South Africa,141,bat,Gaddafi Stadium,0
4433,South Africa,Sri Lanka,187,bat,Melbourne Cricket Ground,1
